ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalInParticuliereHuishoudens_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonendePersonen_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11
264557;T001038;90 - 95 jaar;GM0493;2020JJ00;;;;;;;;;;
264578;T001038;90 - 95 jaar;GM1859;2020JJ00;246;0;175;43;1;39;0;3;9;19
264599;T001038;90 - 95 jaar;GM1721;2020JJ00;126;0;82;22;2;19;0;1;3;19
264620;T001038;90 - 95 jaar;GM0568;2020JJ00;;;;;;;;;;
264641;T001038;90 - 95 jaar;GM0753;2020JJ00;122;0;80;25;0;24;0;1;7;10
264662;T001038;90 - 95 jaar;GM0209;2020JJ00;90;0;52;22;3;18;1;0;4;12
264683;T001038;90 - 95 jaar;GM0375;2020JJ00;198;0;135;52;5;47;0;0;6;5
264704;T001038;90 - 95 jaar;GM0063;2020JJ00;;;;;;;;;;
264725;T001038;90 - 95 jaar;GM0310;2020JJ00;358;0;257;77;4;72;0;1;14;10
264746;T001038;90 - 95 jaar;GM0585;2020JJ00;;;;;;;;;;
264767;T001038;90 - 95 jaar;GM1728;2020JJ00;76;0;54;17;2;15;0;0;2;3
264788;T001038;90 - 95 jaar;GM0376;2020JJ00;51;0;37;9;1;8;0;0;4;1
264809;T001038;90 - 95 jaar;GM0495;2020JJ00;;;;;;;;;;
264830;T001038;90 - 95 jaar;GM0377;2020JJ00;219;0;159;55;4;50;1;0;4;1
264851;T001038;90 - 95 jaar;GM0055;2020JJ00;;;;;;;;;;
264872;T001038;90 - 95 jaar;GM0497;2020JJ00;;;;;;;;;;
264893;T001038;90 - 95 jaar;GM1901;2020JJ00;167;0;111;43;2;38;0;3;7;6
264914;T001038;90 - 95 jaar;GM0755;2020JJ00;39;0;28;7;1;6;0;0;3;1
264935;T001038;90 - 95 jaar;GM0009;2020JJ00;;;;;;;;;;
264956;T001038;90 - 95 jaar;GM0064;2020JJ00;;;;;;;;;;
264977;T001038;90 - 95 jaar;GM0211;2020JJ00;;;;;;;;;;
264998;T001038;90 - 95 jaar;GM1681;2020JJ00;133;0;100;21;1;20;0;0;3;9
265019;T001038;90 - 95 jaar;GM0897;2020JJ00;;;;;;;;;;
265040;T001038;90 - 95 jaar;GM0147;2020JJ00;130;0;87;35;1;33;1;0;1;7
265061;T001038;90 - 95 jaar;GM0654;2020JJ00;123;0;83;30;2;28;0;0;6;4
265082;T001038;90 - 95 jaar;GM0499;2020JJ00;;;;;;;;;;
265103;T001038;90 - 95 jaar;GM0756;2020JJ00;131;0;80;35;2;32;0;1;8;8
265124;T001038;90 - 95 jaar;GM0757;2020JJ00;140;0;97;24;0;23;0;1;4;15
265145;T001038;90 - 95 jaar;GM0758;2020JJ00;844;0;613;175;11;159;0;5;37;19
265166;T001038;90 - 95 jaar;GM0194;2020JJ00;;;;;;;;;;
265187;T001038;90 - 95 jaar;GM0311;2020JJ00;;;;;;;;;;
265208;T001038;90 - 95 jaar;GM0501;2020JJ00;78;0;51;23;0;22;0;1;2;2
265229;T001038;90 - 95 jaar;GM0898;2020JJ00;;;;;;;;;;
265250;T001038;90 - 95 jaar;GM1876;2020JJ00;247;0;172;51;4;47;0;0;11;13
265271;T001038;90 - 95 jaar;GM0213;2020JJ00;129;0;96;25;0;25;0;0;6;2
265292;T001038;90 - 95 jaar;GM0899;2020JJ00;161;0;113;34;2;31;0;1;1;13
265313;T001038;90 - 95 jaar;GM0312;2020JJ00;85;0;60;22;0;22;0;0;3;0
265334;T001038;90 - 95 jaar;GM0313;2020JJ00;51;0;35;12;0;11;0;1;2;2
265355;T001038;90 - 95 jaar;GM0214;2020JJ00;79;0;49;21;0;19;0;2;3;6
265376;T001038;90 - 95 jaar;GM0381;2020JJ00;;;;;;;;;;
265397;T001038;90 - 95 jaar;GM0502;2020JJ00;384;0;287;85;6;78;0;1;9;3
265418;T001038;90 - 95 jaar;GM0383;2020JJ00;237;0;155;72;3;68;1;0;2;8
265439;T001038;90 - 95 jaar;GM0109;2020JJ00;181;0;131;35;2;33;0;0;7;8
265460;T001038;90 - 95 jaar;GM1706;2020JJ00;74;0;54;11;1;10;0;0;6;3
265481;T001038;90 - 95 jaar;GM0611;2020JJ00;;;;;;;;;;
265502;T001038;90 - 95 jaar;GM1684;2020JJ00;102;0;68;25;2;23;0;0;7;2
265523;T001038;90 - 95 jaar;GM0216;2020JJ00;92;0;66;18;1;14;2;1;6;2
265544;T001038;90 - 95 jaar;GM0148;2020JJ00;141;0;95;28;0;24;0;4;8;10
265565;T001038;90 - 95 jaar;GM0065;2020JJ00;;;;;;;;;;
265586;T001038;90 - 95 jaar;GM1891;2020JJ00;53;0;37;9;0;9;0;0;5;2
265607;T001038;90 - 95 jaar;GM0503;2020JJ00;467;0;355;93;1;85;0;7;10;9
265628;T001038;90 - 95 jaar;GM0010;2020JJ00;126;0;90;30;2;27;0;1;5;1
265649;T001038;90 - 95 jaar;GM0149;2020JJ00;;;;;;;;;;
265670;T001038;90 - 95 jaar;GM0762;2020JJ00;126;0;89;28;3;24;0;1;4;5
265691;T001038;90 - 95 jaar;GM0150;2020JJ00;503;0;350;123;10;112;0;1;14;16
265712;T001038;90 - 95 jaar;GM0218;2020JJ00;;;;;;;;;;
265733;T001038;90 - 95 jaar;GM0384;2020JJ00;141;0;94;41;4;36;1;0;6;0
265754;T001038;90 - 95 jaar;GM0151;2020JJ00;;;;;;;;;;
265775;T001038;90 - 95 jaar;GM1774;2020JJ00;115;0;59;23;0;20;0;3;19;14
265796;T001038;90 - 95 jaar;GM0219;2020JJ00;;;;;;;;;;
265817;T001038;90 - 95 jaar;GM0504;2020JJ00;;;;;;;;;;
265838;T001038;90 - 95 jaar;GM0220;2020JJ00;;;;;;;;;;
265859;T001038;90 - 95 jaar;GM0221;2020JJ00;53;0;37;13;0;13;0;0;1;2
265880;T001038;90 - 95 jaar;GM0222;2020JJ00;276;0;202;57;1;53;0;3;11;6
265901;T001038;90 - 95 jaar;GM0766;2020JJ00;114;0;75;24;1;23;0;0;6;9
265922;T001038;90 - 95 jaar;GM0058;2020JJ00;;;;;;;;;;
265943;T001038;90 - 95 jaar;GM0315;2020JJ00;;;;;;;;;;
265964;T001038;90 - 95 jaar;GM0505;2020JJ00;614;0;451;136;4;130;1;1;15;12
265985;T001038;90 - 95 jaar;GM0498;2020JJ00;61;0;42;15;1;14;0;0;2;2
266006;T001038;90 - 95 jaar;GM0316;2020JJ00;;;;;;;;;;
266027;T001038;90 - 95 jaar;GM1719;2020JJ00;117;0;82;24;3;19;0;2;4;7
266048;T001038;90 - 95 jaar;GM0303;2020JJ00;173;0;112;54;1;52;0;1;4;3
266069;T001038;90 - 95 jaar;GM0225;2020JJ00;85;0;65;11;0;11;0;0;5;4
266090;T001038;90 - 95 jaar;GM0226;2020JJ00;84;0;62;16;0;16;0;0;3;3
266111;T001038;90 - 95 jaar;GM0902;2020JJ00;;;;;;;;;;
266132;T001038;90 - 95 jaar;GM0227;2020JJ00;;;;;;;;;;
266153;T001038;90 - 95 jaar;GM1711;2020JJ00;152;0;110;23;0;18;0;5;10;9
266174;T001038;90 - 95 jaar;GM0385;2020JJ00;87;0;65;17;0;17;0;0;2;3
266195;T001038;90 - 95 jaar;GM0228;2020JJ00;587;0;409;121;3;116;0;2;21;36
266216;T001038;90 - 95 jaar;GM0317;2020JJ00;47;0;28;15;1;14;0;0;1;3
266237;T001038;90 - 95 jaar;GM1651;2020JJ00;;;;;;;;;;
266258;T001038;90 - 95 jaar;GM0770;2020JJ00;94;0;63;23;0;21;0;2;4;4
266279;T001038;90 - 95 jaar;GM0357;2020JJ00;;;;;;;;;;
266300;T001038;90 - 95 jaar;GM0229;2020JJ00;;;;;;;;;;
266321;T001038;90 - 95 jaar;GM0905;2020JJ00;;;;;;;;;;
266342;T001038;90 - 95 jaar;GM1903;2020JJ00;89;0;55;17;1;15;0;1;7;10
266363;T001038;90 - 95 jaar;GM0772;2020JJ00;1157;0;817;258;10;239;0;9;41;41
266384;T001038;90 - 95 jaar;GM0230;2020JJ00;91;0;53;32;1;31;0;0;2;4
266405;T001038;90 - 95 jaar;GM0231;2020JJ00;;;;;;;;;;
266426;T001038;90 - 95 jaar;GM0114;2020JJ00;546;0;391;99;7;89;2;1;20;36
266447;T001038;90 - 95 jaar;GM0388;2020JJ00;75;0;58;12;1;10;0;1;1;4
266468;T001038;90 - 95 jaar;GM0153;2020JJ00;567;0;427;97;11;83;1;2;21;22
266489;T001038;90 - 95 jaar;GM0232;2020JJ00;213;0;137;59;3;54;1;1;9;8
266510;T001038;90 - 95 jaar;GM0233;2020JJ00;141;0;98;33;0;33;0;0;9;1
266531;T001038;90 - 95 jaar;GM0777;2020JJ00;162;0;109;35;2;33;0;0;10;8
266552;T001038;90 - 95 jaar;GM1722;2020JJ00;;;;;;;;;;
266573;T001038;90 - 95 jaar;GM0070;2020JJ00;;;;;;;;;;
266594;T001038;90 - 95 jaar;GM1921;2020JJ00;;;;;;;;;;
266615;T001038;90 - 95 jaar;GM1940;2020JJ00;251;0;193;45;0;45;0;0;6;7
266636;T001038;90 - 95 jaar;GM0653;2020JJ00;;;;;;;;;;
266657;T001038;90 - 95 jaar;GM0779;2020JJ00;67;0;47;10;0;10;0;0;3;7
266678;T001038;90 - 95 jaar;GM0236;2020JJ00;;;;;;;;;;
266699;T001038;90 - 95 jaar;GM0781;2020JJ00;;;;;;;;;;
266720;T001038;90 - 95 jaar;GM1771;2020JJ00;186;0;134;32;5;27;0;0;9;11
266741;T001038;90 - 95 jaar;GM0906;2020JJ00;;;;;;;;;;
266762;T001038;90 - 95 jaar;GM1652;2020JJ00;139;0;101;27;0;25;0;2;4;7
266783;T001038;90 - 95 jaar;GM0237;2020JJ00;;;;;;;;;;
266804;T001038;90 - 95 jaar;GM0238;2020JJ00;;;;;;;;;;
266825;T001038;90 - 95 jaar;GM0154;2020JJ00;;;;;;;;;;
266846;T001038;90 - 95 jaar;GM0907;2020JJ00;68;0;51;13;1;10;1;1;0;4
266867;T001038;90 - 95 jaar;GM0689;2020JJ00;;;;;;;;;;
266888;T001038;90 - 95 jaar;GM0784;2020JJ00;84;0;56;17;0;17;0;0;6;5
266909;T001038;90 - 95 jaar;GM0511;2020JJ00;;;;;;;;;;
266930;T001038;90 - 95 jaar;GM1924;2020JJ00;267;0;196;59;1;56;0;2;9;3
266951;T001038;90 - 95 jaar;GM0664;2020JJ00;274;0;218;50;2;46;0;2;4;2
266972;T001038;90 - 95 jaar;GM0785;2020JJ00;103;0;75;15;2;13;0;0;7;6
266993;T001038;90 - 95 jaar;GM1942;2020JJ00;413;0;306;95;3;89;1;2;9;3
267014;T001038;90 - 95 jaar;GM0156;2020JJ00;;;;;;;;;;
267035;T001038;90 - 95 jaar;GM0512;2020JJ00;169;0;132;28;0;27;0;1;4;5
267056;T001038;90 - 95 jaar;GM0239;2020JJ00;;;;;;;;;;
267077;T001038;90 - 95 jaar;GM0513;2020JJ00;325;0;253;56;3;52;1;0;10;6
267098;T001038;90 - 95 jaar;GM0693;2020JJ00;;;;;;;;;;
267119;T001038;90 - 95 jaar;GM0365;2020JJ00;;;;;;;;;;
267140;T001038;90 - 95 jaar;GM0157;2020JJ00;;;;;;;;;;
267161;T001038;90 - 95 jaar;GM0786;2020JJ00;43;0;32;6;1;5;0;0;3;2
267182;T001038;90 - 95 jaar;GM0390;2020JJ00;;;;;;;;;;
267203;T001038;90 - 95 jaar;GM0517;2020JJ00;;;;;;;;;;
267224;T001038;90 - 95 jaar;GM0518;2020JJ00;1914;0;1449;371;34;324;1;12;67;27
267245;T001038;90 - 95 jaar;GM0519;2020JJ00;;;;;;;;;;
267266;T001038;90 - 95 jaar;GM0240;2020JJ00;;;;;;;;;;
267287;T001038;90 - 95 jaar;GM0241;2020JJ00;;;;;;;;;;
267308;T001038;90 - 95 jaar;GM0014;2020JJ00;817;0;626;165;8;153;0;4;15;11
267329;T001038;90 - 95 jaar;GM0015;2020JJ00;;;;;;;;;;
267350;T001038;90 - 95 jaar;GM0912;2020JJ00;;;;;;;;;;
267371;T001038;90 - 95 jaar;GM1729;2020JJ00;74;0;45;20;3;17;0;0;4;5
267392;T001038;90 - 95 jaar;GM0158;2020JJ00;110;0;79;19;2;14;1;2;6;6
267413;T001038;90 - 95 jaar;GM0788;2020JJ00;58;0;39;14;0;14;0;0;5;0
267434;T001038;90 - 95 jaar;GM0392;2020JJ00;670;0;516;119;10;109;0;0;19;16
267455;T001038;90 - 95 jaar;GM0393;2020JJ00;;;;;;;;;;
267476;T001038;90 - 95 jaar;GM0394;2020JJ00;501;0;356;109;10;96;0;3;20;16
267497;T001038;90 - 95 jaar;GM0914;2020JJ00;;;;;;;;;;
267518;T001038;90 - 95 jaar;GM1655;2020JJ00;141;0;93;28;2;25;0;1;12;8
267539;T001038;90 - 95 jaar;GM0159;2020JJ00;;;;;;;;;;
267560;T001038;90 - 95 jaar;GM0160;2020JJ00;236;0;150;53;4;44;0;5;14;19
267581;T001038;90 - 95 jaar;GM0243;2020JJ00;206;0;144;41;1;40;0;0;8;13
267602;T001038;90 - 95 jaar;GM0523;2020JJ00;87;0;61;13;0;13;0;0;5;8
267623;T001038;90 - 95 jaar;GM0017;2020JJ00;;;;;;;;;;
267644;T001038;90 - 95 jaar;GM0395;2020JJ00;;;;;;;;;;
267665;T001038;90 - 95 jaar;GM0072;2020JJ00;69;0;49;17;1;15;0;1;2;1
267686;T001038;90 - 95 jaar;GM0318;2020JJ00;;;;;;;;;;
267707;T001038;90 - 95 jaar;GM0161;2020JJ00;;;;;;;;;;
267728;T001038;90 - 95 jaar;GM0244;2020JJ00;57;0;44;12;1;10;0;1;1;0
267749;T001038;90 - 95 jaar;GM1937;2020JJ00;;;;;;;;;;
267770;T001038;90 - 95 jaar;GM0396;2020JJ00;221;0;145;60;0;58;0;2;8;8
267791;T001038;90 - 95 jaar;GM0397;2020JJ00;251;0;186;56;4;52;0;0;4;5
267812;T001038;90 - 95 jaar;GM0246;2020JJ00;85;0;56;18;0;18;0;0;5;6
267833;T001038;90 - 95 jaar;GM0074;2020JJ00;301;0;216;71;4;67;0;0;7;7
267854;T001038;90 - 95 jaar;GM0398;2020JJ00;129;0;84;36;1;35;0;0;3;6
267875;T001038;90 - 95 jaar;GM0526;2020JJ00;;;;;;;;;;
267896;T001038;90 - 95 jaar;GM0917;2020JJ00;525;0;375;107;6;100;0;1;30;13
267917;T001038;90 - 95 jaar;GM1658;2020JJ00;93;0;63;19;1;17;0;1;5;6
267938;T001038;90 - 95 jaar;GM0399;2020JJ00;181;0;121;55;2;51;0;2;4;1
267959;T001038;90 - 95 jaar;GM0162;2020JJ00;;;;;;;;;;
267980;T001038;90 - 95 jaar;GM0918;2020JJ00;;;;;;;;;;
268001;T001038;90 - 95 jaar;GM0400;2020JJ00;232;0;172;51;2;48;0;1;9;0
268022;T001038;90 - 95 jaar;GM0163;2020JJ00;167;0;109;34;2;31;0;1;13;11
268043;T001038;90 - 95 jaar;GM0530;2020JJ00;153;0;112;34;1;29;1;3;2;5
268064;T001038;90 - 95 jaar;GM0794;2020JJ00;331;0;228;72;4;67;0;1;14;17
268085;T001038;90 - 95 jaar;GM0531;2020JJ00;138;0;100;36;4;32;0;0;2;0
268106;T001038;90 - 95 jaar;GM0248;2020JJ00;;;;;;;;;;
268127;T001038;90 - 95 jaar;GM0164;2020JJ00;424;0;308;82;8;70;0;4;12;22
268148;T001038;90 - 95 jaar;GM0796;2020JJ00;555;0;419;93;5;80;1;7;21;22
268169;T001038;90 - 95 jaar;GM0251;2020JJ00;;;;;;;;;;
268190;T001038;90 - 95 jaar;GM0252;2020JJ00;76;0;46;26;0;26;0;0;0;4
268211;T001038;90 - 95 jaar;GM0797;2020JJ00;178;0;132;37;1;36;0;0;3;6
268232;T001038;90 - 95 jaar;GM0920;2020JJ00;;;;;;;;;;
268253;T001038;90 - 95 jaar;GM0534;2020JJ00;102;0;76;21;0;21;0;0;3;2
268274;T001038;90 - 95 jaar;GM0798;2020JJ00;48;0;33;11;1;10;0;0;3;1
268295;T001038;90 - 95 jaar;GM0402;2020JJ00;497;0;365;107;9;97;0;1;15;10
268316;T001038;90 - 95 jaar;GM1963;2020JJ00;414;0;282;100;5;90;0;5;17;15
268337;T001038;90 - 95 jaar;GM1735;2020JJ00;228;0;154;55;7;46;0;2;6;13
268358;T001038;90 - 95 jaar;GM1966;2020JJ00;227;0;158;56;0;56;0;0;10;3
268379;T001038;90 - 95 jaar;GM1911;2020JJ00;180;0;121;43;5;38;0;0;9;7
268400;T001038;90 - 95 jaar;GM0165;2020JJ00;;;;;;;;;;
268421;T001038;90 - 95 jaar;GM0675;2020JJ00;;;;;;;;;;
268442;T001038;90 - 95 jaar;GM0118;2020JJ00;283;0;216;47;0;46;0;1;12;8
268463;T001038;90 - 95 jaar;GM0018;2020JJ00;;;;;;;;;;
268484;T001038;90 - 95 jaar;GM0405;2020JJ00;273;0;202;57;2;55;0;0;10;4
268505;T001038;90 - 95 jaar;GM0923;2020JJ00;;;;;;;;;;
268526;T001038;90 - 95 jaar;GM1507;2020JJ00;174;0;121;34;4;30;0;0;8;11
268547;T001038;90 - 95 jaar;GM0321;2020JJ00;168;0;116;38;1;35;1;1;11;3
268568;T001038;90 - 95 jaar;GM0255;2020JJ00;;;;;;;;;;
268589;T001038;90 - 95 jaar;GM0406;2020JJ00;200;0;137;54;3;46;1;4;6;3
268610;T001038;90 - 95 jaar;GM0677;2020JJ00;182;0;116;41;4;35;0;2;7;18
268631;T001038;90 - 95 jaar;GM0256;2020JJ00;;;;;;;;;;
268652;T001038;90 - 95 jaar;GM0925;2020JJ00;;;;;;;;;;
268673;T001038;90 - 95 jaar;GM0195;2020JJ00;;;;;;;;;;
268694;T001038;90 - 95 jaar;GM0191;2020JJ00;;;;;;;;;;
268715;T001038;90 - 95 jaar;GM0353;2020JJ00;135;0;108;25;3;20;0;2;0;2
268736;T001038;90 - 95 jaar;GM0645;2020JJ00;;;;;;;;;;
268757;T001038;90 - 95 jaar;GM1884;2020JJ00;109;0;62;35;2;29;0;4;2;10
268778;T001038;90 - 95 jaar;GM0166;2020JJ00;199;0;138;44;2;40;0;2;12;5
268799;T001038;90 - 95 jaar;GM0678;2020JJ00;59;0;48;10;1;9;0;0;1;0
268820;T001038;90 - 95 jaar;GM0537;2020JJ00;203;0;145;44;2;42;0;0;5;9
268841;T001038;90 - 95 jaar;GM0928;2020JJ00;207;0;149;37;4;32;0;1;14;7
268862;T001038;90 - 95 jaar;GM0929;2020JJ00;;;;;;;;;;
268883;T001038;90 - 95 jaar;GM0258;2020JJ00;;;;;;;;;;
268904;T001038;90 - 95 jaar;GM1598;2020JJ00;84;0;64;15;2;12;0;1;4;1
268925;T001038;90 - 95 jaar;GM0079;2020JJ00;;;;;;;;;;
268946;T001038;90 - 95 jaar;GM0588;2020JJ00;;;;;;;;;;
268967;T001038;90 - 95 jaar;GM0542;2020JJ00;177;0;123;44;0;42;0;2;8;2
268988;T001038;90 - 95 jaar;GM1931;2020JJ00;254;0;183;52;7;43;0;2;10;9
269009;T001038;90 - 95 jaar;GM1659;2020JJ00;92;0;56;21;1;20;0;0;6;9
269030;T001038;90 - 95 jaar;GM1685;2020JJ00;54;0;36;11;0;9;2;0;3;4
269051;T001038;90 - 95 jaar;GM0882;2020JJ00;179;0;126;32;3;27;0;2;6;15
269072;T001038;90 - 95 jaar;GM0415;2020JJ00;53;0;38;12;0;12;0;0;1;2
269093;T001038;90 - 95 jaar;GM0416;2020JJ00;98;0;61;29;3;26;0;0;6;2
269114;T001038;90 - 95 jaar;GM1621;2020JJ00;204;0;137;54;2;51;0;1;7;6
269135;T001038;90 - 95 jaar;GM0417;2020JJ00;109;0;80;23;1;22;0;0;6;0
269156;T001038;90 - 95 jaar;GM0022;2020JJ00;;;;;;;;;;
269177;T001038;90 - 95 jaar;GM0545;2020JJ00;;;;;;;;;;
269198;T001038;90 - 95 jaar;GM0326;2020JJ00;;;;;;;;;;
269219;T001038;90 - 95 jaar;GM0080;2020JJ00;601;0;460;114;7;106;0;1;17;10
269240;T001038;90 - 95 jaar;GM0081;2020JJ00;;;;;;;;;;
269261;T001038;90 - 95 jaar;GM0546;2020JJ00;465;0;350;95;7;84;2;2;15;5
269282;T001038;90 - 95 jaar;GM0547;2020JJ00;158;0;107;41;4;37;0;0;5;5
269303;T001038;90 - 95 jaar;GM0548;2020JJ00;;;;;;;;;;
269324;T001038;90 - 95 jaar;GM1916;2020JJ00;534;0;394;114;7;106;1;0;14;12
269345;T001038;90 - 95 jaar;GM0995;2020JJ00;193;0;133;50;3;44;0;3;5;5
269366;T001038;90 - 95 jaar;GM0082;2020JJ00;;;;;;;;;;
269387;T001038;90 - 95 jaar;GM1640;2020JJ00;193;0;139;42;0;42;0;0;8;4
269408;T001038;90 - 95 jaar;GM0327;2020JJ00;146;0;98;36;3;33;0;0;6;6
269429;T001038;90 - 95 jaar;GM0260;2020JJ00;;;;;;;;;;
269450;T001038;90 - 95 jaar;GM1673;2020JJ00;;;;;;;;;;
269471;T001038;90 - 95 jaar;GM0552;2020JJ00;;;;;;;;;;
269492;T001038;90 - 95 jaar;GM0694;2020JJ00;;;;;;;;;;
269513;T001038;90 - 95 jaar;GM0418;2020JJ00;;;;;;;;;;
269534;T001038;90 - 95 jaar;GM0733;2020JJ00;;;;;;;;;;
269555;T001038;90 - 95 jaar;GM1705;2020JJ00;189;0;143;33;1;32;0;0;6;7
269576;T001038;90 - 95 jaar;GM0553;2020JJ00;137;0;109;23;1;20;0;2;2;3
269597;T001038;90 - 95 jaar;GM0808;2020JJ00;;;;;;;;;;
269618;T001038;90 - 95 jaar;GM0140;2020JJ00;;;;;;;;;;
269639;T001038;90 - 95 jaar;GM0262;2020JJ00;234;0;159;51;5;42;0;4;14;10
269660;T001038;90 - 95 jaar;GM0329;2020JJ00;;;;;;;;;;
269681;T001038;90 - 95 jaar;GM0809;2020JJ00;123;0;87;28;1;27;0;0;2;6
269702;T001038;90 - 95 jaar;GM0330;2020JJ00;;;;;;;;;;
269723;T001038;90 - 95 jaar;GM0331;2020JJ00;48;0;32;6;0;6;0;0;4;6
269744;T001038;90 - 95 jaar;GM0024;2020JJ00;42;0;28;13;0;12;0;1;1;0
269765;T001038;90 - 95 jaar;GM0168;2020JJ00;90;0;70;12;3;9;0;0;3;5
269786;T001038;90 - 95 jaar;GM0332;2020JJ00;;;;;;;;;;
269807;T001038;90 - 95 jaar;GM0333;2020JJ00;;;;;;;;;;
269828;T001038;90 - 95 jaar;GM0334;2020JJ00;;;;;;;;;;
269849;T001038;90 - 95 jaar;GM0933;2020JJ00;;;;;;;;;;
269870;T001038;90 - 95 jaar;GM0934;2020JJ00;;;;;;;;;;
269891;T001038;90 - 95 jaar;GM1671;2020JJ00;;;;;;;;;;
269912;T001038;90 - 95 jaar;GM0263;2020JJ00;88;0;61;19;1;16;0;2;3;5
269933;T001038;90 - 95 jaar;GM1641;2020JJ00;125;0;92;24;3;20;0;1;3;6
269954;T001038;90 - 95 jaar;GM0555;2020JJ00;;;;;;;;;;
269975;T001038;90 - 95 jaar;GM0556;2020JJ00;161;0;110;42;1;41;0;0;3;6
269996;T001038;90 - 95 jaar;GM0935;2020JJ00;647;0;474;139;6;129;0;4;20;14
270017;T001038;90 - 95 jaar;GM0936;2020JJ00;;;;;;;;;;
270038;T001038;90 - 95 jaar;GM0169;2020JJ00;;;;;;;;;;
270059;T001038;90 - 95 jaar;GM1663;2020JJ00;;;;;;;;;;
270080;T001038;90 - 95 jaar;GM0025;2020JJ00;;;;;;;;;;
270101;T001038;90 - 95 jaar;GM0420;2020JJ00;124;0;88;29;0;29;0;0;3;4
270122;T001038;90 - 95 jaar;GM0993;2020JJ00;;;;;;;;;;
270143;T001038;90 - 95 jaar;GM0938;2020JJ00;118;0;71;34;2;29;0;3;6;7
270164;T001038;90 - 95 jaar;GM1948;2020JJ00;321;0;221;60;6;49;1;4;16;24
270185;T001038;90 - 95 jaar;GM0941;2020JJ00;;;;;;;;;;
270206;T001038;90 - 95 jaar;GM0083;2020JJ00;;;;;;;;;;
270227;T001038;90 - 95 jaar;GM1908;2020JJ00;;;;;;;;;;
270248;T001038;90 - 95 jaar;GM1987;2020JJ00;;;;;;;;;;
270269;T001038;90 - 95 jaar;GM0119;2020JJ00;146;0;113;21;3;18;0;0;6;6
270290;T001038;90 - 95 jaar;GM0687;2020JJ00;289;0;204;65;2;63;0;0;13;7
270311;T001038;90 - 95 jaar;GM0559;2020JJ00;;;;;;;;;;
270332;T001038;90 - 95 jaar;GM1842;2020JJ00;115;0;77;37;0;37;0;0;0;1
270353;T001038;90 - 95 jaar;GM1731;2020JJ00;184;0;122;46;4;41;0;1;9;7
270374;T001038;90 - 95 jaar;GM1952;2020JJ00;269;0;186;58;5;50;0;3;14;11
270395;T001038;90 - 95 jaar;GM0814;2020JJ00;;;;;;;;;;
270416;T001038;90 - 95 jaar;GM0815;2020JJ00;51;0;26;19;1;17;0;1;1;5
270437;T001038;90 - 95 jaar;GM0265;2020JJ00;;;;;;;;;;
270458;T001038;90 - 95 jaar;GM1709;2020JJ00;177;0;113;42;3;37;0;2;9;13
270479;T001038;90 - 95 jaar;GM1978;2020JJ00;189;0;125;38;0;35;0;3;12;14
220 - 25 jaar;T001038;90 - 95 jaar;GM1927;2020JJ00;;;;;;;;;;
270521;T001038;90 - 95 jaar;GM0562;2020JJ00;;;;;;;;;;
270542;T001038;90 - 95 jaar;GM1955;2020JJ00;150;0;110;24;6;18;0;0;9;7
270563;T001038;90 - 95 jaar;GM0335;2020JJ00;41;0;33;8;0;8;0;0;0;0
270584;T001038;90 - 95 jaar;GM0944;2020JJ00;49;0;30;16;2;14;0;0;1;2
270605;T001038;90 - 95 jaar;GM0563;2020JJ00;;;;;;;;;;
270626;T001038;90 - 95 jaar;GM0424;2020JJ00;;;;;;;;;;
270647;T001038;90 - 95 jaar;GM0565;2020JJ00;;;;;;;;;;
270668;T001038;90 - 95 jaar;GM0425;2020JJ00;;;;;;;;;;
270689;T001038;90 - 95 jaar;GM1740;2020JJ00;82;0;60;12;2;10;0;0;4;6
270710;T001038;90 - 95 jaar;GM0426;2020JJ00;;;;;;;;;;
270731;T001038;90 - 95 jaar;GM0643;2020JJ00;;;;;;;;;;
270752;T001038;90 - 95 jaar;GM0946;2020JJ00;89;0;63;15;0;14;0;1;5;6
270773;T001038;90 - 95 jaar;GM0266;2020JJ00;;;;;;;;;;
270794;T001038;90 - 95 jaar;GM0304;2020JJ00;;;;;;;;;;
270815;T001038;90 - 95 jaar;GM0412;2020JJ00;;;;;;;;;;
270836;T001038;90 - 95 jaar;GM0356;2020JJ00;191;0;118;61;6;54;0;1;5;7
270857;T001038;90 - 95 jaar;GM0567;2020JJ00;;;;;;;;;;
270878;T001038;90 - 95 jaar;GM0569;2020JJ00;110;0;85;15;0;15;0;0;7;3
270899;T001038;90 - 95 jaar;GM0571;2020JJ00;;;;;;;;;;
270920;T001038;90 - 95 jaar;GM0170;2020JJ00;;;;;;;;;;
270941;T001038;90 - 95 jaar;GM0104;2020JJ00;;;;;;;;;;
270962;T001038;90 - 95 jaar;GM0267;2020JJ00;152;0;102;34;1;33;0;0;7;9
270983;T001038;90 - 95 jaar;GM0268;2020JJ00;594;0;448;123;10;105;1;7;12;11
271004;T001038;90 - 95 jaar;GM1930;2020JJ00;346;0;230;89;1;84;0;4;14;13
271025;T001038;90 - 95 jaar;GM1970;2020JJ00;201;0;147;44;2;39;0;3;6;4
